MolID	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
469	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
279	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
666	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
27	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
667	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
543	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
552	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
426	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
621	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
622	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
368	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
562	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
50	0.316380	0.557370	0.561450	0.391430	0.512700	0.282690	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
376	nan	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
253	0.316380	0.731430	0.694280	0.495400	0.819440	0.826300	0.162130	0.427860	0.315620	0.437540	0.212510	0.357610	0.319120	0.562870	0.408250
384	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
641	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
452	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
455	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
776	nan	0.703740	0.822780	0.561990	0.509070	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
75	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
716	nan	0.703740	0.822780	0.561990	0.509070	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
724	nan	0.566520	0.554550	0.611170	0.602400	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
789	nan	0.703740	0.822780	0.561990	0.509070	0.282390	0.355650	0.388130	0.388340	0.436450	0.073240	0.418200	0.498350	0.247870	0.347690
